h2,ch4,c2h2,c2h4,c2h6,ch4/h2,c2h6/ch4,c2h4/c2h6,c2h2/c2h4
51.22768003457517,10.805262612087668,4.379113822210467,4.430149579684723,29.157793951441963,0.21092625324423936,2.6984808234853657,0.15193706310780875,0.9884799019635163
10.00107365256603,39.311788705175005,36.29482499463174,14.172213871591152,0.22009877603607472,3.9307568438003226,0.005598798306704901,64.39024390243902,2.5609848484848485
11.661868431014362,31.457400553957836,0.0002772925370778172,38.75430782186412,18.126145900626614,2.6974580222752214,0.5762124518055914,2.138033536435586,7.155141006579308e-06
75.1578378797211,10.810892692700763,4.7134324021834315,0.7067080475966463,8.611128977798069,0.14384251859402852,0.7965233975185122,0.0820691513759392,6.669560956908224
55.85803589433353,13.309134906231096,15.386166565839886,14.357733413994758,1.0889292196007259,0.23826714801444043,0.08181818181818182,13.185185185185185,1.071629213483146
47.75459593509084,11.267453771092779,26.227828993476738,14.518302873470269,0.231818426869373,0.23594490855723638,0.02057416267942584,62.627906976744185,1.8065354623096919
7.5117018229961365,46.009173665851335,0.0004694813639372585,30.046807291984546,16.43184773780405,6.125,0.35714285714285715,1.8285714285714285,1.5625e-05
33.90283441643788,28.412756708584357,24.762350135251047,12.763480639281354,0.15857810044537557,0.8380643446970427,0.005581228955424248,80.48703196364693,1.94009383765127
38.45865444699021,24.749010622786923,28.706519475109353,7.765048948135806,0.320766506977713,0.6435225303292894,0.012960781013297425,24.20779220779221,3.696888412017167
4.886120453447564,43.810711911252284,0.0001454960832848053,34.52296590783791,16.780056231378957,8.966359370109302,0.38301263547989023,2.0573808235087703,4.2144722928273275e-06
8.024726899055977,21.50770404828644,0.0006986307192623175,44.69656066219569,25.77030975974262,2.680178941767674,1.1981897138758422,1.7344207764246173,1.563052523307948e-05
16.635312038014966,39.60327324927464,0.011091949509956785,30.812746278747948,12.937576484452478,2.3806751059897984,0.3266794742702091,2.381647468192877,0.0003599792569481898
20.774574737412898,41.901260911053136,0.00035211143622733724,24.647800535913607,12.676011704184143,2.016949152542373,0.3025210084033613,1.9444444444444444,1.4285714285714285e-05
64.90384615384616,12.980769230769232,6.25,4.326923076923077,11.538461538461538,0.2,0.8888888888888888,0.375,1.4444444444444444
9.367192602082596,54.64673475925448,21.779969776498145,14.079770222540041,0.1263326396247497,5.833843402248923,0.0023118058230067466,111.4499804987981,1.5468980979271238
92.15537170528381,3.87573450669231,0.0004322347680899204,3.0937744936516296,0.8746870596041654,0.04205652296739736,0.22568291457885606,3.537007275552584,0.00013971114215882848
